 JDAY,WB,VOLIN(m3),VOLPR(m3),VOLOUT(m3),VOLWD(m3),VOLEV(m3),VOLDT(m3),VOLTRB(m3),VOLICE(m3),%VOLerror,
   328.000,   1,  0.82422879E+09,   0.00000000E+00,  -0.15177907E+10,   0.00000000E+00,   0.00000000E+00,  -0.10407402E+08,   0.00000000E+00,   0.00000000E+00,  -0.11176248E-11,
   329.000,   1,  0.83337975E+09,   0.00000000E+00,  -0.15280338E+10,   0.00000000E+00,   0.00000000E+00,  -0.10447662E+08,   0.00000000E+00,   0.00000000E+00,  -0.34658385E-11,
   330.000,   1,  0.84253106E+09,   0.00000000E+00,  -0.15382772E+10,   0.00000000E+00,   0.00000000E+00,  -0.10487922E+08,   0.00000000E+00,   0.00000000E+00,  -0.53676610E-11,
   331.000,   1,  0.85168258E+09,   0.00000000E+00,  -0.15485209E+10,   0.00000000E+00,   0.00000000E+00,  -0.10528184E+08,   0.00000000E+00,   0.00000000E+00,  -0.55949981E-11,
   332.000,   1,  0.86083017E+09,   0.00000000E+00,  -0.15587602E+10,   0.00000000E+00,   0.00000000E+00,  -0.10568429E+08,   0.00000000E+00,   0.00000000E+00,  -0.63936949E-11,
   333.000,   1,  0.86998653E+09,   0.00000000E+00,  -0.15690093E+10,   0.00000000E+00,   0.00000000E+00,  -0.10608712E+08,   0.00000000E+00,   0.00000000E+00,  -0.63834764E-12,
   334.000,   1,  0.87913953E+09,   0.00000000E+00,  -0.15792546E+10,   0.00000000E+00,   0.00000000E+00,  -0.10648980E+08,   0.00000000E+00,   0.00000000E+00,  -0.23312849E-11,
   335.000,   1,  0.88829365E+09,   0.00000000E+00,  -0.15894971E+10,   0.00000000E+00,   0.00000000E+00,  -0.10689149E+08,   0.00000000E+00,   0.00000000E+00,  -0.44207690E-11,
   336.000,   1,  0.89864047E+09,   0.00000000E+00,  -0.15992832E+10,   0.00000000E+00,   0.00000000E+00,  -0.10689235E+08,   0.00000000E+00,   0.00000000E+00,  -0.16590836E-11,
   337.000,   1,  0.90898630E+09,   0.00000000E+00,  -0.16090684E+10,   0.00000000E+00,   0.00000000E+00,  -0.10689322E+08,   0.00000000E+00,   0.00000000E+00,   0.13249545E-11,
   338.000,   1,  0.91933167E+09,   0.00000000E+00,  -0.16188531E+10,   0.00000000E+00,   0.00000000E+00,  -0.10689408E+08,   0.00000000E+00,   0.00000000E+00,   0.63782292E-12,
   339.000,   1,  0.92967401E+09,   0.00000000E+00,  -0.16286349E+10,   0.00000000E+00,   0.00000000E+00,  -0.10689495E+08,   0.00000000E+00,   0.00000000E+00,   0.33596434E-11,
   340.000,   1,  0.94002344E+09,   0.00000000E+00,  -0.16384235E+10,   0.00000000E+00,   0.00000000E+00,  -0.10689581E+08,   0.00000000E+00,   0.00000000E+00,   0.12608528E-11,
   341.000,   1,  0.95035000E+09,   0.00000000E+00,  -0.16481904E+10,   0.00000000E+00,   0.00000000E+00,  -0.10689667E+08,   0.00000000E+00,   0.00000000E+00,   0.67804160E-11,
   342.000,   1,  0.96070991E+09,   0.00000000E+00,  -0.16579889E+10,   0.00000000E+00,   0.00000000E+00,  -0.10689754E+08,   0.00000000E+00,   0.00000000E+00,   0.49335371E-11,
