 Branch:,           1 , # of structures:,          23  outlet temperatures
      JDAY,      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),      T(C),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),   Q(m3/s),    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,    ELEVCL,
  214.3776,    -99.00,    -99.00,    -99.00,    -99.00,     17.08,     14.38,     12.70,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.89,    -99.00,      8.63,      8.03,      7.52,      7.02,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.4192,    -99.00,    -99.00,    -99.00,    -99.00,     16.95,     14.21,     12.59,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.78,    -99.00,      8.63,      8.04,      7.53,      7.03,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.4605,    -99.00,    -99.00,    -99.00,    -99.00,     16.82,     14.05,     12.48,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.66,    -99.00,      8.63,      8.05,      7.54,      7.03,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.5018,    -99.00,    -99.00,    -99.00,    -99.00,     16.69,     13.87,     12.35,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.55,    -99.00,      8.62,      8.04,      7.53,      7.03,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.5442,    -99.00,    -99.00,    -99.00,    -99.00,     16.65,     13.77,     12.21,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.52,    -99.00,      8.60,      8.03,      7.52,      7.03,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.5855,    -99.00,    -99.00,    -99.00,    -99.00,     16.74,     13.79,     12.19,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.63,    -99.00,      8.58,      8.02,      7.51,      7.02,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.6273,    -99.00,    -99.00,    -99.00,    -99.00,     16.76,     13.72,     12.09,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.66,    -99.00,      8.53,      7.98,      7.48,      7.01,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.6690,    -99.00,    -99.00,    -99.00,    -99.00,     16.71,     13.64,     11.98,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.60,    -99.00,      8.51,      7.94,      7.44,      6.99,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.7100,    -99.00,    -99.00,    -99.00,    -99.00,     16.68,     13.65,     11.92,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.54,    -99.00,      8.46,      7.90,      7.41,      6.98,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.7514,    -99.00,    -99.00,    -99.00,    -99.00,     16.46,     13.37,     11.68,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.32,    -99.00,      8.37,      7.83,      7.33,      6.96,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.7940,    -99.00,    -99.00,    -99.00,    -99.00,     16.61,     13.58,     11.75,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.44,    -99.00,      8.33,      7.79,      7.30,      6.95,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.8349,    -99.00,    -99.00,    -99.00,    -99.00,     16.71,     13.66,     11.77,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.53,    -99.00,      8.29,      7.75,      7.28,      6.94,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.8773,    -99.00,    -99.00,    -99.00,    -99.00,     16.88,     13.89,     11.93,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.70,    -99.00,      8.29,      7.75,      7.28,      6.94,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.9192,    -99.00,    -99.00,    -99.00,    -99.00,     17.06,     14.13,     12.14,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.87,    -99.00,      8.33,      7.79,      7.32,      6.96,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  214.9604,    -99.00,    -99.00,    -99.00,    -99.00,     16.88,     13.90,     12.04,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.72,    -99.00,      8.35,      7.82,      7.34,      6.97,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.0022,    -99.00,    -99.00,    -99.00,    -99.00,     16.61,     13.56,     11.87,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.49,    -99.00,      8.36,      7.83,      7.35,      6.97,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.0442,    -99.00,    -99.00,    -99.00,    -99.00,     16.50,     13.40,     11.81,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.42,    -99.00,      8.38,      7.85,      7.38,      6.98,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.0856,    -99.00,    -99.00,    -99.00,    -99.00,     16.45,     13.27,     11.76,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.42,    -99.00,      8.38,      7.85,      7.38,      6.97,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.1267,    -99.00,    -99.00,    -99.00,    -99.00,     16.80,     13.61,     11.99,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.75,    -99.00,      8.42,      7.87,      7.39,      6.97,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.1691,    -99.00,    -99.00,    -99.00,    -99.00,     17.16,     14.00,     12.31,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     18.08,    -99.00,      8.43,      7.89,      7.40,      6.97,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.2107,    -99.00,    -99.00,    -99.00,    -99.00,     17.41,     14.29,     12.52,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     18.29,    -99.00,      8.47,      7.92,      7.41,      6.97,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.2522,    -99.00,    -99.00,    -99.00,    -99.00,     17.48,     14.42,     12.63,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     18.35,    -99.00,      8.51,      7.94,      7.43,      6.98,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.2942,    -99.00,    -99.00,    -99.00,    -99.00,     17.18,     14.10,     12.42,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     18.08,    -99.00,      8.50,      7.93,      7.42,      6.97,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.3362,    -99.00,    -99.00,    -99.00,    -99.00,     16.95,     13.84,     12.20,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.87,    -99.00,      8.49,      7.94,      7.42,      6.97,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
  215.3773,    -99.00,    -99.00,    -99.00,    -99.00,     16.72,     13.59,     12.05,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,    -99.00,     17.68,    -99.00,      8.49,      7.94,      7.42,      6.97,    -99.00,      0.00,      0.00,      0.00,      0.00,      1.83,      1.83,     87.76,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      0.00,      2.85,      0.00,      2.75,      2.40,      7.62,      1.87,      0.00,    316.08,    317.60,    311.20,    304.80,    287.12,    280.72,    274.32,    252.98,    248.72,    244.45,    243.84,    231.65,    219.46,    287.12,    256.64,    226.16,    288.54,    273.32,    254.09,    245.56,    237.74,    228.45,    212.00,
